building_id, mean_temp, std_temp, pct_above_18, pct_below_15
10000, 6.849368505599987, 3.4260334596638367, 0.2983617229033308, 98.51904090267983
10009, 5.406042033124332, 2.9525615182103335, 0.003769223037491205, 99.53387275103024
10014, 7.234724936443693, 3.864927352276397, 1.055556686549541, 97.1203762138393
10019, 7.2318819776958865, 3.8559923143269126, 0.9654021830907112, 97.21976378673666
10029, 5.1785928909500045, 3.1785736084764014, 0.022871955170967864, 99.38626920291236
10031, 6.111312258065787, 3.4658250881006207, 0.7483133488495419, 97.77126358895796
10051, 6.288699524515053, 5.170138597089652, 5.00220361392684, 91.16350815337154
10053, 5.556552055788456, 3.2121181672431267, 0.026445698166431594, 99.25952045133991
10056, 6.734941130775297, 5.204826111043284, 5.279189647092751, 90.24548502216935
10064, 6.275992531294981, 3.539050151034367, 0.008753245995389956, 99.50592789270466
10075, 7.438471328764027, 4.743322043433588, 4.614212525395283, 91.73328327886229
10079, 7.438261270088739, 3.739512471179827, 0.009679136621013405, 98.70396360644631
10080, 7.776001137544149, 3.7173126162698535, 0.011756522420667966, 98.85569848438833
10082, 8.120913993284207, 3.445591139018624, 0.0075861741975250105, 98.83362571713053
10083, 7.634976881217879, 3.721065703911341, 0.047737681440484535, 98.0800501245655
10084, 7.368834179448643, 3.6960722240742374, 0.06173769010691161, 98.363198313507
10085, 7.749210938304385, 3.7259493540680637, 0.03668119806436139, 98.25623227663267
10086, 7.092419888276179, 3.6966402768895597, 0.008699855002416627, 98.73465442242629
10087, 7.43118087976525, 3.7178639068141104, 0.01690982366811653, 98.73552096348418
10089, 6.895828055187009, 3.722986961684261, 0.018913781526909583, 98.75358179737665
10090, 6.793629716884702, 3.8165955984337527, 0.7813586830512405, 96.45258520751217
10093, 6.95396917821332, 3.4302826710520153, 0.02599822345473059, 98.48560348376193
10094, 7.000020581064235, 3.675347795052462, 0.09631697039347673, 96.96820445465988
10097, 6.9010882637003945, 4.169685096593207, 2.1231803642535416, 95.0274169332202
10117, 7.46714887004818, 3.4943487537072913, 0.04266104544656077, 99.02381490125222
10119, 6.79580068569656, 3.523364540107334, 0.06786306741064696, 98.78097823354949
10120, 7.300284317870961, 4.216747915588574, 0.23548896307222525, 97.3863312889786
10124, 6.7676152289434235, 3.6907875180122187, 0.005380779854360225, 98.4180507228181
10126, 6.550463222101794, 3.408415269178003, 0.014119308153900459, 99.14754677020827
10128, 8.519252974583418, 3.355028190852674, 0.0, 99.73134010746396
10136, 7.581522131773454, 3.770317296894367, 0.23431243635500804, 98.70979860994395
10144, 5.949839268121738, 3.1406079598624315, 0.005020836471356128, 99.35231209519506
